number,kind,state,merged,topic,created,labels,title,s1_top,status,p_status,status_second,p_status_second,tested,p_tested,priority,priority_score,priority_raw,evidence,batch,state_chars
1227,issue,open,,other,2019-08-30,,Request for a socket.io and socket.io-client-swift compatible versions table.,docs_gap,already_addressed,0.87,still_applicable,0.12,False,0.03,Routine,0.08,"{""0"": 0.93, ""1"": 0.07, ""2"": 0, ""3"": 0}",Usage Docs/Compatibility.md:6,s2b-batch-11,18100
1232,issue,closed,,api_config,2019-09-18,,Emit Function not working on some ios devices,support_question,not_applicable,1,insufficient_evidence,0,False,0.04,Routine,0.24,"{""0"": 0.8, ""1"": 0.16, ""2"": 0.03, ""3"": 0.01}",CHANGELOG.md:150,s2b-batch-03,30287
1233,pr,open,no,other,2019-09-22,,Fix connection error handling if the connection state is wrong,defect_current,still_applicable,0.77,already_addressed,0.13,False,0.34,Important,1.16,"{""0"": 0.13, ""1"": 0.6, ""2"": 0.25, ""3"": 0.02}",Source/SocketIO/Client/SocketIOClient.swift:286,s2b-batch-12,19101
1239,issue,closed,,threading_memory,2019-10-06,,crash ：App init (SocketEngine.swift:),defect_current,insufficient_evidence,0.86,still_applicable,0.11,False,0.02,Routine,0.4,"{""0"": 0.7, ""1"": 0.22, ""2"": 0.06, ""3"": 0.02}",Source/SocketIO/Engine/SocketEngine.swift:39,s2b-batch-21,19750
1242,issue,closed,,threading_memory,2019-10-15,,I need open  #1156， this bug,insufficient_evidence,insufficient_evidence,1,already_addressed,0,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",none,s2b-batch-21,19750
1243,issue,closed,,reconnect,2019-10-15,,"I need open  #1156,This bug still exists with `Multiple Reconnect` and `Multiple Connect`",defect_current,insufficient_evidence,0.6,already_addressed,0.25,False,0.04,Routine,0.45,"{""0"": 0.59, ""1"": 0.38, ""2"": 0.03, ""3"": 0}",Source/SocketIO/Manager/SocketManager.swift:282,s2b-batch-17,25193
1250,issue,closed,,threading_memory,2019-10-31,,"Crash in FoundationStream.write(data:), similar to https://github.com/socketio/socket.io-client-swift/issues/1118",defect_current,not_applicable,0.95,already_addressed,0.05,False,0.03,Routine,0.98,"{""0"": 0.53, ""1"": 0.15, ""2"": 0.12, ""3"": 0.2}",Documentation/NativeWebSocketTransport.md:5,s2b-batch-21,19750
1251,issue,closed,,threading_memory,2019-11-08,,iOS13 15.2.0 Crash!,defect_current,insufficient_evidence,1,already_addressed,0,False,0.03,Routine,0.36,"{""0"": 0.7, ""1"": 0.24, ""2"": 0.05, ""3"": 0.01}",none,s2b-batch-21,19750
1255,issue,open,,namespace,2019-11-26,,"""Tried emitting when not connected"" while being actually connected",defect_current,already_addressed,0.56,matches_js_client,0.34,True,0.6,High,1.71,"{""0"": 0.02, ""1"": 0.3, ""2"": 0.62, ""3"": 0.06}",Source/SocketIO/Client/SocketIOClient.swift:923,s2b-batch-10,13833
1258,issue,closed,,engine_transport,2020-01-03,enhancement,Plan to support Starscream v4,feature_request,not_applicable,0.78,already_addressed,0.21,False,0.06,High,1.28,"{""0"": 0.24, ""1"": 0.3, ""2"": 0.4, ""3"": 0.06}",README.md:886,s2b-batch-07,26585
1259,issue,open,,other,2020-01-04,enhancement,Protobuf,feature_request,still_applicable,0.61,insufficient_evidence,0.36,False,0.02,Routine,0.01,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}",none,s2b-batch-12,19101
1262,issue,open,,engine_transport,2020-01-07,,No elapsed time (latency) in pong event,defect_current,matches_js_client,0.95,still_applicable,0.05,False,0.35,Routine,0.06,"{""0"": 0.95, ""1"": 0.05, ""2"": 0, ""3"": 0}",Source/SocketIO/Manager/SocketManager.swift:725,s2b-batch-08,33966
1263,issue,open,,namespace,2020-01-17,,SocketIOStatus error,defect_current,not_applicable,0.99,insufficient_evidence,0.01,False,0.03,Routine,0.04,"{""0"": 0.97, ""1"": 0.03, ""2"": 0, ""3"": 0}",CHANGELOG.md:150,s2b-batch-10,13833
1264,issue,open,,parser_binary,2020-01-29,,Sometime emitting getting failed and seems like socket get stuck on request,defect_current,insufficient_evidence,1,still_applicable,0,False,0.02,Routine,0.34,"{""0"": 0.69, ""1"": 0.28, ""2"": 0.03, ""3"": 0}",none,s2b-batch-14,26398
1270,issue,open,,namespace,2020-03-11,,Socket with custom namespace sent event but status is still connecting,defect_current,already_addressed,0.56,matches_js_client,0.39,False,0.34,Important,1.4,"{""0"": 0.07, ""1"": 0.5, ""2"": 0.4, ""3"": 0.03}",Source/SocketIO/Client/SocketIOClient.swift:1450,s2b-batch-10,13833
1272,issue,open,,other,2020-03-12,,"receive message in Chinese will be show unrecognizable characters, like ä½ å¥½å^P^W",defect_current,already_addressed,0.97,not_applicable,0.02,True,0.72,Routine,0.49,"{""0"": 0.57, ""1"": 0.38, ""2"": 0.05, ""3"": 0}",Tests/TestSocketIO/SocketEngineTest.swift:100,s2b-batch-12,19101
1282,issue,open,,reconnect,2020-04-22,,reconnect not disabled after disconnect,defect_current,already_addressed,0.6,matches_js_client,0.23,False,0.05,High,1.51,"{""0"": 0.04, ""1"": 0.44, ""2"": 0.5, ""3"": 0.02}",Source/SocketIO/Manager/SocketManager.swift:503,s2c-batch-05,13591
1287,issue,open,,parser_binary,2020-05-12,,Base64 encoded images emitting problem,defect_current,not_applicable,0.9299999999999999,insufficient_evidence,0.02,False,0.04,Routine,0.36,"{""0"": 0.69, ""1"": 0.27, ""2"": 0.04, ""3"": 0}",README.md:5,s2c-batch-04,7967
1288,issue,open,,ack,2020-05-13,,xcode 11 socket connect error: tried emitting when not connected,defect_current,already_addressed,0.88,matches_js_client,0.09,True,0.57,Important,1.41,"{""0"": 0.04, ""1"": 0.52, ""2"": 0.42, ""3"": 0.02}",Tests/TestSocketIO/SocketSendBufferTest.swift:54,s2c-batch-01,8873
1289,issue,open,,engine_transport,2020-05-20,,Socket Keeps reconnecting,defect_current,not_applicable,0.92,insufficient_evidence,0.04,False,0.05,Important,0.84,"{""0"": 0.3, ""1"": 0.57, ""2"": 0.12, ""3"": 0.01}",Source/SocketIO/Engine/SocketEngine.swift:386,s2c-batch-02,12964
1290,issue,open,,ack,2020-05-30,,Pointer being freed was not allocated | Random Crash,defect_current,already_addressed,0.52,insufficient_evidence,0.44,False,0.06,Critical,2.5,"{""0"": 0, ""1"": 0.03, ""2"": 0.43, ""3"": 0.54}",Source/SocketIO/Ack/SocketAckManager.swift:68,s2c-batch-01,8873
1292,issue,open,,threading_memory,2020-06-12,,Crash on com.socketio.engineHandleQueue,defect_current,not_applicable,0.99,already_addressed,0.01,False,0.02,Routine,0.25,"{""0"": 0.81, ""1"": 0.13, ""2"": 0.04, ""3"": 0.01}",README.md:886,s2c-batch-06,6050
1293,issue,open,,reconnect,2020-06-17,,Emitting in connect event after disconnection,defect_current,already_addressed,0.84,insufficient_evidence,0.06,False,0.05,Important,1.21,"{""0"": 0.06, ""1"": 0.67, ""2"": 0.26, ""3"": 0.01}",Source/SocketIO/Client/SocketIOClient.swift:526,s2c-batch-05,13591
1297,issue,open,,namespace,2020-06-29,,Extract namespace and query parameters from SocketManager URL,feature_request,already_addressed,0.86,still_applicable,0.1,False,0.43,High,1.5,"{""0"": 0.03, ""1"": 0.45, ""2"": 0.51, ""3"": 0.01}",Source/SocketIO/Manager/SocketManager.swift:54,s2c-batch-03,5306
1298,issue,open,,parser_binary,2020-07-23,,cannot received correct mixed binary message,defect_current,already_addressed,0.84,still_applicable,0.08,True,0.72,Important,1.45,"{""0"": 0.05, ""1"": 0.49, ""2"": 0.42, ""3"": 0.04}",Tests/TestSocketIO/SocketSideEffectTest.swift:160,s2c-batch-04,7967
1301,issue,closed,,engine_transport,2020-08-24,,Handlers not called except for event '.webSocketUpgrade',defect_current,already_addressed,0.47000000000000003,still_applicable,0.4,False,0.1,High,1.66,"{""0"": 0.01, ""1"": 0.35, ""2"": 0.61, ""3"": 0.03}",Source/SocketIO/Manager/SocketManager.swift:326,s2c-batch-02,12964
1308,issue,closed,,other,2020-11-07,enhancement,socket.io 3,feature_request,already_addressed,0.6799999999999999,not_applicable,0.17,False,0.17,Routine,0.36,"{""0"": 0.7, ""1"": 0.26, ""2"": 0.04, ""3"": 0}",CHANGELOG.md:151,s2b-batch-12,19101
1320,pr,open,no,api_config,2020-12-28,,Combine support,pr_functional,insufficient_evidence,0.8,still_applicable,0.17,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",none,s2b-batch-03,30287
1321,issue,closed,,parser_binary,2021-01-04,,"Can we receive event arguments as a raw string, to parse into a Swift struct using codable",feature_request,matches_js_client,0.79,still_applicable,0.2,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Source/SocketIO/Parse/SocketParsable.swift:176,s2b-batch-15,33772
1322,issue,closed,,parser_binary,2021-01-04,,"Can we receive event arguments as raw strings, to then parse into Swift structs using Codable?",feature_request,matches_js_client,0.66,still_applicable,0.31,False,0.04,Routine,0.07,"{""0"": 0.94, ""1"": 0.05, ""2"": 0.01, ""3"": 0}",Source/SocketIO/Parse/SocketParsable.swift:176,s2b-batch-15,33772
1323,issue,open,,api_config,2021-02-05,,Emit parameters wrapped twice,defect_current,still_applicable,0.68,already_addressed,0.31,False,0.23,Important,0.89,"{""0"": 0.21, ""1"": 0.69, ""2"": 0.1, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:610,s2b-batch-03,30287
1325,issue,open,,engine_transport,2021-02-10,,"When i use emit ""Ack: false""",support_question,not_applicable,0.75,already_addressed,0.13,False,0.05,Routine,0.21,"{""0"": 0.81, ""1"": 0.17, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:972,s2b-batch-08,33966
1326,issue,open,,api_config,2021-02-11,,v16 EXC_BAD_ACCESS,defect_current,still_applicable,0.56,insufficient_evidence,0.24,False,0.16,High,1.82,"{""0"": 0.01, ""1"": 0.27, ""2"": 0.6, ""3"": 0.12}",Source/SocketIO/Util/SocketExtensions.swift:117,s2b-batch-03,30287
1329,issue,open,,engine_transport,2021-02-19,,"Connection succeeds, even after timeout triggered",defect_current,already_addressed,0.92,matches_js_client,0.07,True,0.85,Important,1.24,"{""0"": 0.2, ""1"": 0.41, ""2"": 0.33, ""3"": 0.06}",Tests/TestSocketIO/SocketConnectTimeoutTest.swift:198,s2b-batch-08,33966
1330,issue,open,,reconnect,2021-02-23,,Reconnection getting failed on Lock Screen iOS,defect_current,not_applicable,0.46,still_applicable,0.38,False,0.03,Important,1.49,"{""0"": 0.02, ""1"": 0.48, ""2"": 0.48, ""3"": 0.02}",Source/SocketIO/Manager/SocketManager.swift:970,s2b-batch-17,25193
1331,pr,open,no,parser_binary,2021-02-23,,Add option to disableEventMessageParsing and receive messages as Strings,pr_functional,not_applicable,0.9,still_applicable,0.06,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",none,s2b-batch-15,33772
1336,issue,open,,tls_security,2021-03-02,,Idea: Improve release notes for 16.x (Link to upgrading notes?),docs_gap,still_applicable,0.63,not_applicable,0.35,False,0.02,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",CHANGELOG.md:19,s2b-batch-23,25926
1341,issue,open,,threading_memory,2021-04-02,,SIGTRAP,defect_current,not_applicable,0.5700000000000001,still_applicable,0.25,False,0.03,Important,1.45,"{""0"": 0.08, ""1"": 0.49, ""2"": 0.33, ""3"": 0.1}",Source/SocketIO/Client/SocketIOClient.swift:1548,s2b-batch-21,19750
1344,issue,open,,ack,2021-04-07,,"Getting ERROR SocketManager: Invalid HTTP upgrade. code=400, type=upgradeError",defect_current,not_applicable,0.98,already_addressed,0.02,False,0.03,Routine,0.51,"{""0"": 0.61, ""1"": 0.3, ""2"": 0.08, ""3"": 0.01}",Documentation/NativeWebSocketTransport.md:7,s2b-batch-01,17910
1345,issue,open,,tls_security,2021-04-07,,"event socket.on not recieve data, but in log in socket data is recieved",support_question,insufficient_evidence,0.96,already_addressed,0.03,False,0.03,Routine,0.26,"{""0"": 0.76, ""1"": 0.23, ""2"": 0.01, ""3"": 0}",none,s2b-batch-23,25926
1346,issue,open,,threading_memory,2021-04-09,,Crash inside the SocketIOClient,defect_current,insufficient_evidence,1,already_addressed,0,False,0.03,Routine,0.7,"{""0"": 0.47, ""1"": 0.39, ""2"": 0.12, ""3"": 0.02}",none,s2b-batch-21,19750
1353,issue,open,,api_config,2021-05-06,,Socket.io v16.0.0-16.0.1 emit event twice?,defect_current,still_applicable,0.39999999999999997,insufficient_evidence,0.22,False,0.3,Important,1.13,"{""0"": 0.13, ""1"": 0.61, ""2"": 0.25, ""3"": 0.01}",Tests/TestSocketIO/SocketAnyListenersTest.swift:78,s2b-batch-03,30287
1358,issue,open,,other,2021-06-16,,Property 'defaultSocket' not found on object of type 'SocketManager *',support_question,not_applicable,0.76,already_addressed,0.2,False,0.06,Routine,0.62,"{""0"": 0.49, ""1"": 0.4, ""2"": 0.1, ""3"": 0.01}",CHANGELOG.md:150,s2b-batch-12,19101
1361,issue,open,,other,2021-07-09,,Issue with socket.io v4 and socket.io-client-swift v15.0.0,defect_current,already_addressed,0.94,insufficient_evidence,0.03,False,0.18,Routine,0.38,"{""0"": 0.68, ""1"": 0.27, ""2"": 0.04, ""3"": 0.01}",README.md:3,s2b-batch-12,19101
1363,issue,open,,api_config,2021-07-11,,Not Receiving Private Events for Subscribed Channels,defect_current,insufficient_evidence,0.91,not_applicable,0.09,False,0.03,Important,0.88,"{""0"": 0.22, ""1"": 0.68, ""2"": 0.1, ""3"": 0}",none,s2b-batch-03,30287
1365,issue,open,,api_config,2021-07-21,,"Add completion handler to SocketIOClient connect, disconnect, and emit methods",feature_request,still_applicable,0.68,matches_js_client,0.25,False,0.3,Routine,0.27,"{""0"": 0.74, ""1"": 0.25, ""2"": 0.01, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:286,s2b-batch-04,19156
1373,issue,open,,tls_security,2021-08-18,,Socket.IO pinning certificate not working in v16.x,support_question,already_addressed,0.86,not_applicable,0.1,False,0.35,Important,1.25,"{""0"": 0.09, ""1"": 0.59, ""2"": 0.31, ""3"": 0.01}",Source/SocketIO/Security/SocketTLSConfiguration.swift:13,s2b-batch-24,12468
1374,issue,open,,api_config,2021-08-19,,SocketIOClient always return connected status when the internet has shutdown,defect_current,still_applicable,0.36,already_addressed,0.25,False,0.33,Important,1.14,"{""0"": 0.08, ""1"": 0.7, ""2"": 0.21, ""3"": 0.01}",Source/SocketIO/Engine/SocketEngine.swift:823,s2b-batch-04,19156
1380,issue,open,,engine_transport,2021-09-23,,Emit doesn't work,defect_current,insufficient_evidence,0.43,already_addressed,0.3,False,0.07,Routine,0.16,"{""0"": 0.87, ""1"": 0.12, ""2"": 0.01, ""3"": 0}",none,s2b-batch-08,33966
1389,issue,open,,parser_binary,2021-12-01,,Timestamp sometimes Int and sometimes String,defect_current,matches_js_client,0.9,already_addressed,0.07,False,0.06,Routine,0.4,"{""0"": 0.66, ""1"": 0.29, ""2"": 0.04, ""3"": 0.01}",Source/SocketIO/Parse/SocketParsable.swift:176,s2b-batch-15,33772
1391,issue,open,,other,2021-12-03,,Compatibility table link does not work,docs_gap,still_applicable,0.47,insufficient_evidence,0.28,False,0.03,Routine,0.02,"{""0"": 0.98, ""1"": 0.02, ""2"": 0, ""3"": 0}",Usage Docs/Compatibility.md:1,s2b-batch-12,19101
1392,issue,open,,namespace,2021-12-09,,error with data: [Invalid namespace],support_question,matches_js_client,0.84,already_addressed,0.09,False,0.03,Routine,0.42,"{""0"": 0.63, ""1"": 0.33, ""2"": 0.04, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1477,s2b-batch-10,13833
1393,issue,open,,api_config,2021-12-16,,Emit not working,support_question,not_applicable,0.59,already_addressed,0.19,False,0.49,Routine,0.66,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.09, ""3"": 0.01}",Documentation/Release17.md:21,s2b-batch-04,19156
1396,issue,open,,engine_transport,2021-12-28,,SSL Pinning with URLSessionDelegate doesnt use websocket protocol but uses polling,defect_current,already_addressed,0.9400000000000001,not_applicable,0.03,False,0.12,Important,1,"{""0"": 0.2, ""1"": 0.6, ""2"": 0.19, ""3"": 0.01}",Source/SocketIO/Engine/Transport/WebSocketSessionDelegateProxy.swift:14,s2b-batch-08,33966
1398,issue,closed,,engine_transport,2022-01-19,,SocketIO connected but emit not working,defect_current,not_applicable,0.96,matches_js_client,0.03,False,0.06,Routine,0.05,"{""0"": 0.96, ""1"": 0.04, ""2"": 0, ""3"": 0}",Source/SocketIO/Manager/SocketManager.swift:1150,s2b-batch-08,33966
1400,issue,open,,tls_security,2022-02-05,,`WSS` protocol does not trigger secure config,defect_current,still_applicable,0.87,matches_js_client,0.1,False,0.12,High,1.6,"{""0"": 0.01, ""1"": 0.39, ""2"": 0.58, ""3"": 0.02}",Source/SocketIO/Manager/SocketManager.swift:1124,s2b-batch-24,12468
1401,issue,open,,tls_security,2022-02-09,,App crash when connecting to socket,defect_current,insufficient_evidence,0.5700000000000001,not_applicable,0.43,False,0.03,Important,1.51,"{""0"": 0.07, ""1"": 0.44, ""2"": 0.4, ""3"": 0.09}",none,s2b-batch-24,12468
1403,issue,open,,api_config,2022-02-24,,websocket 重连错误，  guard !status.active else 第一次之后，永远return,defect_current,already_addressed,0.91,still_applicable,0.08,False,0.45,High,1.67,"{""0"": 0.04, ""1"": 0.33, ""2"": 0.55, ""3"": 0.08}",Source/SocketIO/Manager/SocketManager.swift:282,s2b-batch-04,19156
1404,issue,open,,engine_transport,2022-03-02,,"Socket.IO-Client-Swift  version is 15.2 but connect server of socket.io version4.4.1 ,connect error",defect_current,already_addressed,0.99,not_applicable,0.01,False,0.09,Important,1.11,"{""0"": 0.22, ""1"": 0.47, ""2"": 0.28, ""3"": 0.03}",Source/SocketIO/Engine/SocketEngineSpec.swift:200,s2b-batch-08,33966
1408,issue,closed,,api_config,2022-03-26,,It is really can NOT work,duplicate_invalid_spam,not_applicable,0.86,still_applicable,0.1,False,0.04,Routine,0.02,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",CHANGELOG.md:150,s2b-batch-04,19156
1411,issue,open,,api_config,2022-04-24,,Please support Objective-C,feature_request,not_applicable,0.9,still_applicable,0.09,False,0.03,Routine,0.07,"{""0"": 0.94, ""1"": 0.05, ""2"": 0.01, ""3"": 0}",CHANGELOG.md:150,s2b-batch-04,19156
1415,issue,open,,reconnect,2022-06-14,,Socket `disconnect` not fired when device loses network,defect_current,matches_js_client,0.79,still_applicable,0.21,False,0.04,High,1.62,"{""0"": 0.01, ""1"": 0.38, ""2"": 0.6, ""3"": 0.01}",Source/SocketIO/Engine/SocketEngine.swift:823,s2b-batch-17,25193
1416,issue,open,,tls_security,2022-06-28,enhancement|in progress,Swift 6 Rewrite,feature_request,already_addressed,0.98,insufficient_evidence,0.01,False,0.05,Routine,0.12,"{""0"": 0.9, ""1"": 0.09, ""2"": 0.01, ""3"": 0}",Package.swift:13,s2b-batch-24,12468
1417,issue,open,,reconnect,2022-07-12,,SocketClient deinit never called.,defect_current,already_addressed,0.44,still_applicable,0.43,True,0.64,Important,1.34,"{""0"": 0.07, ""1"": 0.54, ""2"": 0.37, ""3"": 0.02}",Tests/TestSocketIO/SocketPublicAPICoverageTest.swift:139,s2b-batch-18,30994
1421,issue,open,,threading_memory,2022-07-26,,"Crash when using '<', '>', '\' in connectParams",defect_current,still_applicable,0.99,already_addressed,0.01,False,0.03,High,2.1,"{""0"": 0, ""1"": 0.14, ""2"": 0.62, ""3"": 0.24}",Source/SocketIO/Util/SocketExtensions.swift:33,s2b-batch-21,19750
1422,issue,open,,reconnect,2022-08-04,,Connecting to the server with nginx load balancer sends socket.io iOS client into reconnection spiral,defect_current,already_addressed,0.43,still_applicable,0.24,False,0.44,High,1.99,"{""0"": 0.01, ""1"": 0.16, ""2"": 0.67, ""3"": 0.16}",Tests/TestSocketIO/SocketReconnectEventsTest.swift:279,s2b-batch-18,30994
1423,issue,open,,engine_transport,2022-08-14,,Behaviour change: connect on manager,docs_gap,matches_js_client,0.78,already_addressed,0.16,False,0.38,Routine,0.38,"{""0"": 0.63, ""1"": 0.36, ""2"": 0.01, ""3"": 0}",Source/SocketIO/Manager/SocketManager.swift:281,s2b-batch-08,33966
1424,issue,open,,parser_binary,2022-08-22,,Socket .on method is not calling until I emit anything,defect_current,not_applicable,0.71,matches_js_client,0.18,False,0.03,Routine,0.04,"{""0"": 0.96, ""1"": 0.04, ""2"": 0, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1450,s2b-batch-15,33772
1427,issue,open,,other,2022-09-16,,ERROR: Property 'defaultSocket' not found on object of type 'SocketManager *',defect_current,not_applicable,0.71,already_addressed,0.22,False,0.05,Routine,0.5,"{""0"": 0.58, ""1"": 0.34, ""2"": 0.07, ""3"": 0.01}",CHANGELOG.md:150,s2b-batch-12,19101
1428,issue,open,,engine_transport,2022-09-16,,Doing Polling issue from swift client when using v4.5.2 socket.IO in a node.js server,defect_current,still_applicable,0.51,already_addressed,0.17,False,0.16,High,1.68,"{""0"": 0.04, ""1"": 0.31, ""2"": 0.59, ""3"": 0.06}",Source/SocketIO/Engine/SocketEngine.swift:118,s2b-batch-09,34861
1438,issue,open,,parser_binary,2023-03-27,,"How to get the underlying `NSError` object in an `on:callback:` for event type error, which is printed in the debug console?",feature_request,already_addressed,0.97,still_applicable,0.03,True,0.75,Routine,0.43,"{""0"": 0.59, ""1"": 0.39, ""2"": 0.02, ""3"": 0}",Tests/TestSocketIO/SocketRemainingParityTest.swift:305,s2b-batch-15,33772
1439,issue,open,,api_config,2023-04-02,,你能支持oc，16.0.1吗 when I add @objc to emitWithAck  warning：Method cannot be marked @objc because it has a variadic parameter  I can't swift，sorry,feature_request,not_applicable,0.99,still_applicable,0.01,False,0.03,Routine,0.04,"{""0"": 0.97, ""1"": 0.03, ""2"": 0, ""3"": 0}",CHANGELOG.md:150,s2b-batch-04,19156
1443,pr,closed,no,reconnect,2023-04-25,,Fix Internet switch cases by adding the case of viabilityChanged,pr_functional,not_applicable,0.94,still_applicable,0.03,False,0.04,Routine,0.61,"{""0"": 0.47, ""1"": 0.46, ""2"": 0.06, ""3"": 0.01}",none,s2b-batch-18,30994
1444,pr,open,no,reconnect,2023-04-25,,Fix the network switch cases by adding case for  .viabilityChanged(is…,pr_functional,not_applicable,0.87,still_applicable,0.07,False,0.05,Important,0.7,"{""0"": 0.4, ""1"": 0.51, ""2"": 0.09, ""3"": 0}",none,s2b-batch-18,30994
1445,issue,open,,engine_transport,2023-05-23,,Why can't I find a single tutorial or sample that ACTUALLY WORKS with socket io?,support_question,already_addressed,0.92,not_applicable,0.03,False,0.06,Routine,0.02,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",README.md:103,s2b-batch-09,34861
1449,issue,open,,engine_transport,2023-08-14,,SocketIOClientOption.cookies ignored in Starscream with HTTPCookieStorage,docs_gap,not_applicable,0.52,already_addressed,0.48,True,0.55,Important,1.25,"{""0"": 0.08, ""1"": 0.6, ""2"": 0.31, ""3"": 0.01}",Source/SocketIO/Engine/SocketEngine.swift:56,s2b-batch-09,34861
1455,issue,open,,engine_transport,2023-08-31,,Socket io gives a connection error when connecting back from going to background,defect_current,insufficient_evidence,0.6,still_applicable,0.36,False,0.07,Important,0.91,"{""0"": 0.24, ""1"": 0.61, ""2"": 0.14, ""3"": 0.01}",none,s2b-batch-09,34861
1459,issue,open,,threading_memory,2023-09-19,,"Socket.IO-Client-Swift version 16 Crash on iOS 16, built with Xcode 15",defect_current,not_applicable,0.97,already_addressed,0.03,False,0.04,Routine,1.06,"{""0"": 0.38, ""1"": 0.28, ""2"": 0.23, ""3"": 0.11}",README.md:886,s2b-batch-22,14747
1466,issue,open,,reconnect,2023-11-20,,LOG SocketManager: Tried connecting an already active socket,defect_current,matches_js_client,0.32,not_applicable,0.25,False,0.29,Important,1.18,"{""0"": 0.12, ""1"": 0.59, ""2"": 0.28, ""3"": 0.01}",Source/SocketIO/Manager/SocketManager.swift:282,s2b-batch-18,30994
1470,issue,open,,ack,2023-12-23,,Potential Memory Management Issue with emitWithAck and timingOut(after:),defect_current,already_addressed,0.81,still_applicable,0.14,False,0.05,Important,1.41,"{""0"": 0.02, ""1"": 0.55, ""2"": 0.42, ""3"": 0.01}",Source/SocketIO/Ack/SocketAckEmitter.swift:145,s2b-batch-01,17910
1473,pr,closed,no,engine_transport,2024-02-02,,Improved websocket reconnection logic,pr_functional,still_applicable,0.39999999999999997,already_addressed,0.31,False,0.07,Important,0.82,"{""0"": 0.31, ""1"": 0.56, ""2"": 0.13, ""3"": 0}",Source/SocketIO/Engine/SocketEngine.swift:44,s2b-batch-09,34861
1476,pr,closed,no,threading_memory,2024-03-08,,Thread safe handlers,pr_functional,still_applicable,0.95,matches_js_client,0.05,False,0.04,Routine,0.4,"{""0"": 0.64, ""1"": 0.33, ""2"": 0.03, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:71,s2b-batch-22,14747
1477,issue,open,,reconnect,2024-03-13,,Implement Connection State Recovery,feature_request,already_addressed,0.93,matches_js_client,0.06,True,0.69,Important,1.29,"{""0"": 0.12, ""1"": 0.47, ""2"": 0.4, ""3"": 0.01}",Source/SocketIO/Client/SocketIOClient.swift:125,s2b-batch-18,30994
1483,pr,open,no,engine_transport,2024-03-19,,Use correct default socket path. Use native engine of StarScream,pr_functional,still_applicable,0.39,already_addressed,0.37,False,0.3,High,1.58,"{""0"": 0.05, ""1"": 0.37, ""2"": 0.52, ""3"": 0.06}",Source/SocketIO/Manager/SocketManager.swift:1128,s2b-batch-09,34861
1496,issue,open,,parser_binary,2024-06-20,,"Binary data in base64 encoding (Polling) is not padded, causing compatibility issue with other SocketIO clients/servers",defect_current,already_addressed,0.64,matches_js_client,0.34,True,0.78,Routine,0.54,"{""0"": 0.6, ""1"": 0.28, ""2"": 0.1, ""3"": 0.02}",Tests/TestSocketIO/SocketEnginePacketCodecTest.swift:240,s2b-batch-15,33772
1497,issue,open,,api_config,2024-07-11,,Socket stopped listening event after 30 to 40 mins,defect_current,insufficient_evidence,0.8,still_applicable,0.11,False,0.03,Important,1,"{""0"": 0.16, ""1"": 0.69, ""2"": 0.15, ""3"": 0}",none,s2b-batch-04,19156
1498,issue,open,,reconnect,2024-08-01,,"""The operation couldn’t be completed. (SocketIO.EngineError error 0.)""",defect_current,still_applicable,0.51,already_addressed,0.25,False,0.14,Routine,0.31,"{""0"": 0.72, ""1"": 0.27, ""2"": 0.01, ""3"": 0}",Source/SocketIO/Engine/SocketEngine.swift:1332,s2b-batch-18,30994
1499,pr,closed,no,other,2024-09-03,,Development,insufficient_evidence,already_addressed,0.95,still_applicable,0.04,True,0.67,Important,0.82,"{""0"": 0.34, ""1"": 0.52, ""2"": 0.13, ""3"": 0.01}",Source/SocketIO/Manager/SocketManager.swift:282,s2b-batch-13,25682
1502,issue,open,,engine_transport,2024-10-17,,ERROR SocketManager: The operation couldn’t be completed. (xxxx.EngineError error 0.),defect_current,not_applicable,0.83,still_applicable,0.08,False,0.04,Routine,0.62,"{""0"": 0.51, ""1"": 0.37, ""2"": 0.1, ""3"": 0.02}",README.md:36,s2b-batch-09,34861
1505,issue,open,,tls_security,2024-11-18,,Compatible page 404,docs_gap,not_applicable,0.48,still_applicable,0.34,False,0.03,Routine,0.01,"{""0"": 0.99, ""1"": 0.01, ""2"": 0, ""3"": 0}",Usage Docs/Compatibility.md:1,s2b-batch-24,12468
