number,kind,state,state_reason,merged,labels,created,title,top,p_top,second,p_second
1150,issue,open,,,enhancement,2019-01-17,Custom parser for iOS app,feature_request,0.96,support_question,0.04
1151,issue,closed,completed,,,2019-01-18,"Socket is disconnected in background while go in foreground show socket status ""connected.""",support_question,0.81,defect_current,0.15
1152,issue,closed,completed,,,2019-01-21,"_SwiftValue appears when focus on socket ""statusChage"" method in OC",defect_fixed_or_obsolete,0.38,duplicate_invalid_spam,0.36
1153,issue,closed,completed,,,2019-01-28,Could not find auto-linked library swift****,build_packaging_env,0.96,defect_fixed_or_obsolete,0.04
1154,issue,open,,,,2019-01-28,connect timeout doesn't called when network is off,defect_current,0.9,support_question,0.09
1155,issue,open,,,,2019-02-02,Value of type 'WebSocket' has no member 'onHttpResponseHeaders',build_packaging_env,0.79,defect_fixed_or_obsolete,0.11
1156,issue,closed,completed,,,2019-02-03,Connect  / disconnect loop,defect_current,0.89,defect_fixed_or_obsolete,0.1
1157,issue,open,,,,2019-02-05,SSL / TLS client certificate authentication,feature_request,1,duplicate_invalid_spam,0
1158,issue,open,,,,2019-02-11,Cannot assign value of type 'SocketIOClient' to type 'SocketIOClient?',build_packaging_env,0.46,support_question,0.32
1159,pr,closed,,yes,,2019-02-11,Call closeOutEngine to clean up after a ping timeout,pr_functional,0.51,defect_fixed_or_obsolete,0.47
1160,issue,closed,completed,,,2019-02-13,Can't build objective-c project,build_packaging_env,0.98,defect_fixed_or_obsolete,0.01
1161,issue,open,,,,2019-02-14,"After each connection, it will be disconnected No rules.",defect_current,0.37,support_question,0.37
1162,issue,open,,,,2019-02-26,"I use this socket. io-client-swift (the latest version of 14.0.0) to do chat function, always appear for a period of time, then the problem of disconnection, God knows what happened?",defect_current,0.49,support_question,0.26
1163,issue,open,,,,2019-02-26,Socket event not connect after disconnect,defect_current,0.77,insufficient_evidence,0.14
1164,issue,open,,,,2019-02-26,compile Error :Type of expression is ambiguous without more context,build_packaging_env,0.79,defect_fixed_or_obsolete,0.14
1165,pr,closed,,yes,,2019-03-05,Enabled allow app extension api only,pr_non_functional,0.9,build_packaging_env,0.08
1166,issue,open,,,,2019-03-06,"in swift ,  on(_:callback:)  EXC_BAD_INSTRUCTION",defect_current,0.41000000000000003,insufficient_evidence,0.39
1167,issue,open,,,,2019-03-15,manager .disconnect () fail,defect_current,0.64,support_question,0.25
1168,issue,open,,,,2019-03-16,When i use emit ack false and data is empty,support_question,0.45,defect_current,0.35
1169,issue,open,,,,2019-03-19,Transports property of configuration options in Android?,feature_request,0.99,support_question,0.01
1170,issue,open,,,,2019-03-19,using websocket chatting doesn't receive right message when not in english,defect_current,0.62,support_question,0.22
1171,issue,open,,,,2019-03-20,found some bug i think in json seralization socketextension str.toarray(),defect_current,0.84,defect_fixed_or_obsolete,0.13
1172,issue,open,,,,2019-03-20,Few events are not called but connection is made properly,defect_current,0.58,support_question,0.24
1173,issue,open,,,,2019-03-22,Large Memory Footprint When Processing Large Messages,defect_current,0.72,support_question,0.15
1175,issue,closed,completed,,,2019-03-26,xcode 10.2 compiling Errors On Simulator,build_packaging_env,0.96,defect_fixed_or_obsolete,0.04
1176,pr,closed,,yes,,2019-03-26,v15,pr_non_functional,0.56,pr_functional,0.32
1177,issue,closed,completed,,bug|patched,2019-03-26,xCode 10.2 + Carthage update = build error,defect_fixed_or_obsolete,0.53,build_packaging_env,0.47
1178,issue,closed,completed,,bug,2019-03-28,Socket emit completion handler not called,defect_fixed_or_obsolete,0.98,defect_current,0.02
1179,pr,closed,,yes,,2019-03-28,v15.1.0,defect_fixed_or_obsolete,0.92,pr_functional,0.08
1180,issue,closed,completed,,unconfirmed,2019-03-28,Unable to connect to the server,support_question,0.98,defect_fixed_or_obsolete,0.01
1181,issue,closed,completed,,,2019-03-28,Carthage build is broken on 13.3.1 version,build_packaging_env,0.86,defect_fixed_or_obsolete,0.13
1182,issue,closed,completed,,,2019-03-29,Unable to install v15,build_packaging_env,0.76,defect_fixed_or_obsolete,0.21
1183,issue,open,,,,2019-03-29,"Client called Connect first, then called Error when server throw next(error). Why connect was still called when server already throw a error?",defect_current,0.9,support_question,0.08
1184,issue,closed,completed,,,2019-04-01,Data size ~ 4MB is taking very long time to emit (~4 Mins).,support_question,0.99,defect_fixed_or_obsolete,0.01
1185,issue,open,,,,2019-04-01,Unstable socket connection,support_question,0.76,defect_current,0.17
1186,issue,closed,completed,,,2019-04-09,Receiving Unicode,defect_fixed_or_obsolete,0.5,support_question,0.28
1187,issue,open,,,,2019-04-12,`Socket.IO-Client-Swift` does not specify a Swift version,build_packaging_env,0.99,defect_fixed_or_obsolete,0.01
1188,issue,open,,,,2019-04-22,i cant connect to socket,insufficient_evidence,0.6,support_question,0.34
1189,issue,closed,completed,,,2019-04-22,Socket constantly showing new connections even when only one client is connected,support_question,0.66,defect_fixed_or_obsolete,0.33
1190,issue,closed,completed,,,2019-04-23,socket connection issue in swift 4,defect_fixed_or_obsolete,0.59,support_question,0.41
1191,issue,open,,,,2019-04-24,Loosing extraHeaders when locking - unlocking device twice,defect_current,0.95,defect_fixed_or_obsolete,0.02
1192,issue,open,,,,2019-04-28,Deprecation warnings from dependency Starscream,build_packaging_env,0.89,defect_fixed_or_obsolete,0.07
1193,issue,open,,,,2019-04-29,handleAck crash,defect_current,0.99,support_question,0.01
1194,issue,open,,,bug,2019-05-02,SocketIOClient Triggers `connect` event too early,defect_current,1,defect_fixed_or_obsolete,0
1195,issue,open,,,,2019-05-04,why do socket.io-client-swift can not send lang message to server,support_question,0.78,insufficient_evidence,0.16
1196,issue,open,,,,2019-05-06,Socket IO with Custom URL not IP address is not connecting,support_question,0.88,insufficient_evidence,0.1
1197,issue,open,,,,2019-05-12,Cannot send message from iOS devices,support_question,0.89,defect_current,0.06
1198,pr,closed,,no,,2019-05-17,Expose SocketIOClient and SocketAnyEvent to objective c,pr_functional,0.73,feature_request,0.21
1199,issue,open,,,,2019-05-27,Socket.IO-Client-Swift  pod not installing with plugin,build_packaging_env,0.89,defect_fixed_or_obsolete,0.11
1200,issue,open,,,,2019-05-29,SocketManager.init failing with config options,defect_current,0.94,build_packaging_env,0.04
1201,issue,closed,completed,,,2019-05-30,Declaration problem,support_question,0.81,docs_gap,0.08
1202,issue,open,,,,2019-05-31,Using Socket.io in extension,build_packaging_env,0.84,support_question,0.15
1203,issue,open,,,,2019-06-03,Object-C Use socketio-swift15.1.0 to output information similar to a timeout,support_question,0.9,defect_current,0.09
1204,issue,open,,,,2019-06-15,HTTP load failed (error code: -1005 [4:-4],support_question,0.6900000000000001,defect_fixed_or_obsolete,0.21
1205,issue,closed,completed,,,2019-06-17,RxSocket.io,feature_request,0.98,duplicate_invalid_spam,0.01
1206,issue,closed,completed,,,2019-06-18,Should update v9.x socket.io 1.0 with swift 5,feature_request,0.58,defect_fixed_or_obsolete,0.39
1207,issue,open,,,,2019-06-19,"Use of undeclared type 'SocketIO' in ""SocketEngine.swift""",build_packaging_env,0.95,insufficient_evidence,0.04
1208,issue,closed,completed,,,2019-06-24,Outgoing port,feature_request,0.64,support_question,0.36
1209,issue,open,,,,2019-06-28,swift3.0upgradeswift4.0SocketIOClientNot connected,defect_fixed_or_obsolete,0.42,support_question,0.39
1210,issue,open,,,,2019-06-28,Static linking for single binary command-line application?,build_packaging_env,0.77,support_question,0.12
1211,issue,closed,completed,,,2019-06-29,SocketStream write error [0x0]: 1 22,insufficient_evidence,0.41000000000000003,defect_fixed_or_obsolete,0.28
1212,issue,open,,,,2019-07-04,The network connection was lost,support_question,0.58,defect_current,0.33
1213,pr,closed,,no,,2019-07-05,Auto detect which protocol to use depend on url scheme,pr_functional,0.77,insufficient_evidence,0.14
1214,pr,closed,,no,,2019-07-05,Auto detect which protocol to use depend on url scheme,pr_functional,0.78,insufficient_evidence,0.13
1215,issue,open,,,,2019-07-07,Apple Watch OS 6 supported with new websocket API?,feature_request,0.96,support_question,0.04
1216,issue,open,,,,2019-07-09,"服务器返回的data中文乱码 ""uname"":""é^X¿ç^Y½"" 如何解决呢",support_question,0.89,defect_current,0.08
1217,issue,open,,,,2019-07-18,服务器返回中文乱码，forcePolling设置为NO后，就第一次接收的消息偶尔为乱码,defect_current,0.79,support_question,0.17
1218,issue,closed,completed,,,2019-07-23,"Dependency ""socket.io-client-swift"" has no shared framework schemes for any of the platforms: Mac",build_packaging_env,0.98,defect_fixed_or_obsolete,0.02
1219,issue,closed,completed,,,2019-07-31,EXC_BAD_ACCESS KERN_INVALID_ADDRESS Crash,defect_current,0.53,defect_fixed_or_obsolete,0.35
1220,issue,closed,completed,,,2019-07-31,My Socket.On() Listeners donot fire but emit works fine,support_question,0.85,defect_current,0.07
1221,issue,closed,completed,,,2019-08-03,SocketIO + SwiftProtobuf,support_question,0.92,feature_request,0.08
1222,issue,closed,completed,,,2019-08-05,Why socket.io-switf is actively maintained and socket.io-java is not?,insufficient_evidence,0.49,support_question,0.36
1223,issue,closed,completed,,,2019-08-09,Causes the URLSession dataTask request to be unresponsive,insufficient_evidence,0.44,defect_current,0.43
1224,issue,closed,completed,,,2019-08-13,Question: Parsing.,support_question,0.88,duplicate_invalid_spam,0.12
1225,issue,closed,completed,,,2019-08-16,update sdk from 8.~ to 15.1.0,build_packaging_env,0.64,defect_current,0.13
1226,issue,closed,completed,,,2019-08-21,swift：disconnect method Can't disconnect from server,insufficient_evidence,0.35000000000000003,defect_current,0.3
1227,issue,open,,,,2019-08-30,Request for a socket.io and socket.io-client-swift compatible versions table.,docs_gap,0.95,support_question,0.04
1228,issue,closed,completed,,,2019-08-30,No such module 'Starscream',build_packaging_env,0.98,support_question,0.02
1229,issue,closed,completed,,,2019-08-30,"can we make video call after connecting to the socket.io, I want to display local candidate screen and remote candidate screen how to make video call in this after connected to socket.io any help would be appreciated  @nuclearace",support_question,0.91,feature_request,0.07
1230,issue,closed,completed,,,2019-09-04,sdp offer send,support_question,0.86,duplicate_invalid_spam,0.12
1231,pr,closed,,yes,,2019-09-07,Fixed endless reconnection loop,defect_fixed_or_obsolete,0.45,pr_functional,0.36
1232,issue,closed,completed,,,2019-09-18,Emit Function not working on some ios devices,support_question,0.38,defect_current,0.32
1233,pr,open,,no,,2019-09-22,Fix connection error handling if the connection state is wrong,defect_current,0.52,pr_functional,0.45
1234,issue,closed,completed,,,2019-09-23,Build failed,build_packaging_env,0.96,support_question,0.03
1235,issue,closed,completed,,,2019-09-23,Tried emitting when not connected,support_question,0.67,duplicate_invalid_spam,0.18
1236,issue,closed,completed,,,2019-09-27,"socket disconnect ,reconnect, error usage",support_question,1,defect_current,0
1237,issue,open,,,,2019-09-28,support for iOS 13 devices,build_packaging_env,0.93,defect_current,0.02
1238,pr,closed,,no,,2019-10-04,Fixed memory leaks in the readme examples.,pr_non_functional,0.93,docs_gap,0.03
1239,issue,closed,completed,,,2019-10-06,crash ：App init (SocketEngine.swift:),defect_current,0.9,defect_fixed_or_obsolete,0.06
1240,issue,closed,completed,,,2019-10-07,Socket.On() Listeners do not fire but emit works fine.,support_question,0.6,defect_fixed_or_obsolete,0.37
1241,pr,closed,,yes,,2019-10-14,Adds missing character for url encoding,defect_fixed_or_obsolete,0.63,pr_functional,0.35
1242,issue,closed,completed,,,2019-10-15,I need open  #1156， this bug,insufficient_evidence,0.55,defect_current,0.23
1243,issue,closed,completed,,,2019-10-15,"I need open  #1156,This bug still exists with `Multiple Reconnect` and `Multiple Connect`",defect_current,0.64,build_packaging_env,0.3
1244,issue,closed,completed,,,2019-10-17,乱码,insufficient_evidence,0.42,support_question,0.26
1245,issue,closed,completed,,,2019-10-17,Entering garbled for the first time,defect_fixed_or_obsolete,0.85,support_question,0.13
1246,pr,closed,,yes,,2019-10-17,v15.2.0,pr_non_functional,0.89,pr_functional,0.08
1247,issue,closed,completed,,,2019-10-17,Foreground service don't stop in iOS,duplicate_invalid_spam,0.54,support_question,0.42
1248,issue,closed,completed,,,2019-10-17,Unable to run socket.io in background mode iOS 13,support_question,0.89,feature_request,0.1
1249,issue,closed,completed,,,2019-10-21,"Version update latest 15.1, swift3.0 update 5.0, link failure",build_packaging_env,0.7,support_question,0.17
1250,issue,closed,completed,,,2019-10-31,"Crash in FoundationStream.write(data:), similar to https://github.com/socketio/socket.io-client-swift/issues/1118",defect_current,0.98,defect_fixed_or_obsolete,0.02
1251,issue,closed,completed,,,2019-11-08,iOS13 15.2.0 Crash!,defect_current,0.88,insufficient_evidence,0.08
1252,issue,closed,completed,,,2019-11-21,Example for getting `timingOut` callback ?,support_question,0.79,docs_gap,0.21
1253,issue,closed,completed,,,2019-11-25,Hello! Can I use this library with Stomp,support_question,0.98,feature_request,0.02
1254,issue,open,,,,2019-11-26,Cannot connect,defect_fixed_or_obsolete,0.26,support_question,0.26
1255,issue,open,,,,2019-11-26,"""Tried emitting when not connected"" while being actually connected",defect_current,0.75,support_question,0.21
1256,issue,closed,completed,,,2019-11-29,SocketEnginePollable parseEngineMessage() crash!,support_question,0.61,defect_fixed_or_obsolete,0.38
1257,issue,open,,,,2019-12-20,socket emitting issue,insufficient_evidence,0.88,support_question,0.07
1258,issue,closed,completed,,enhancement,2020-01-03,Plan to support Starscream v4,feature_request,0.86,defect_fixed_or_obsolete,0.14
1259,issue,open,,,enhancement,2020-01-04,Protobuf,feature_request,0.8,support_question,0.15
1260,issue,open,,,,2020-01-06,server throw IllegalStateException: null when client disconnect,support_question,0.66,defect_fixed_or_obsolete,0.19
1261,issue,open,,,,2020-01-07,connect some question about error,support_question,0.99,defect_current,0.01
1262,issue,open,,,,2020-01-07,No elapsed time (latency) in pong event,defect_current,0.51,feature_request,0.24
1263,issue,open,,,,2020-01-17,SocketIOStatus error,defect_current,0.94,support_question,0.05
1264,issue,open,,,,2020-01-29,Sometime emitting getting failed and seems like socket get stuck on request,defect_current,0.83,insufficient_evidence,0.16
1265,issue,open,,,,2020-01-31,Emit and event listener not working :(,support_question,0.97,insufficient_evidence,0.01
1266,issue,open,,,,2020-02-03,i get data in console but it says ERROR,support_question,0.83,defect_current,0.12
1267,issue,open,,,,2020-02-06,"How to identify which message has ""NO ACK"" in multiple chat messages?",support_question,1,pr_non_functional,0
1268,issue,closed,completed,,,2020-03-09,Can't WSS be used,support_question,0.73,defect_fixed_or_obsolete,0.17
1269,issue,open,,,,2020-03-10,Module 'SocketIO' was not compiled with library evolution support; using it means binary compatibility for framework can't be guaranteed,build_packaging_env,0.99,support_question,0.01
1270,issue,open,,,,2020-03-11,Socket with custom namespace sent event but status is still connecting,defect_current,0.95,support_question,0.05
1271,issue,closed,completed,,,2020-03-12,SocketStringReader read func crash !,defect_fixed_or_obsolete,0.48,support_question,0.46
1272,issue,open,,,,2020-03-12,"receive message in Chinese will be show unrecognizable characters, like ä½ å¥½å^P^W",defect_current,0.54,support_question,0.28
1273,issue,closed,completed,,,2020-03-12,Adding SocketIO via Swift Package Manager,build_packaging_env,0.72,duplicate_invalid_spam,0.13
1274,issue,closed,completed,,,2020-03-19,Token in uri trimmed when trying to connect,defect_fixed_or_obsolete,0.74,support_question,0.17
1275,issue,open,,,,2020-03-25,Can't use  'desiredTrustHostname' and 'overrideTrustHostname' in WebSocketClient?,support_question,0.73,feature_request,0.25
1276,issue,open,,,,2020-03-28,Cocoapods import error,build_packaging_env,0.95,insufficient_evidence,0.03
1277,issue,open,,,,2020-04-01,How to get live comment in Socketio in swift,support_question,1,pr_non_functional,0
1278,issue,closed,completed,,,2020-04-02,"carthage build error: Building for iOS, but the linked framework 'Starscream.framework' was built for macOS",build_packaging_env,0.62,defect_fixed_or_obsolete,0.38
1279,issue,closed,completed,,,2020-04-05,Carthage build failed,duplicate_invalid_spam,0.88,build_packaging_env,0.1
1280,issue,open,,,,2020-04-06,Why do we have to use use_frameworks! in podfile?,build_packaging_env,0.56,support_question,0.42
1281,issue,closed,completed,,,2020-04-20,The “Starscream” has been updated to version 4.0.5. But it was limited to version “3.1”. Could you update this? Thanks 😀,build_packaging_env,0.4,defect_fixed_or_obsolete,0.26
1282,issue,open,,,,2020-04-22,reconnect not disabled after disconnect,defect_current,0.83,support_question,0.12
1283,pr,closed,,no,,2020-04-25,Support carthage for Xcode 11.4,build_packaging_env,0.77,pr_non_functional,0.18
1284,issue,closed,completed,,,2020-05-01,How to pass image with message using this library.,support_question,1,build_packaging_env,0
1285,issue,closed,completed,,,2020-05-04,EXC_BAD_ACCESS KERN_PROTECTION_FAILURE crash on iOS 10,defect_fixed_or_obsolete,0.88,defect_current,0.1
1286,pr,closed,,no,,2020-05-06,Migrated the Socket.IO 1.X build to Swift 5,defect_fixed_or_obsolete,0.7,build_packaging_env,0.15
1287,issue,open,,,,2020-05-12,Base64 encoded images emitting problem,defect_current,0.91,support_question,0.08
1288,issue,open,,,,2020-05-13,xcode 11 socket connect error: tried emitting when not connected,defect_current,0.49,support_question,0.27
1289,issue,open,,,,2020-05-20,Socket Keeps reconnecting,defect_current,0.51,support_question,0.49
1290,issue,open,,,,2020-05-30,Pointer being freed was not allocated | Random Crash,defect_current,0.99,insufficient_evidence,0.01
1291,issue,closed,completed,,,2020-06-09,The associated promise has been destructed prior to the associated state becoming ready.,defect_fixed_or_obsolete,0.43,support_question,0.35
1292,issue,open,,,,2020-06-12,Crash on com.socketio.engineHandleQueue,defect_current,1,pr_functional,0
1293,issue,open,,,,2020-06-17,Emitting in connect event after disconnection,defect_current,0.71,support_question,0.29
1294,issue,closed,completed,,,2020-06-18,Must update v9.x(socket.io) to swift5,defect_fixed_or_obsolete,0.53,build_packaging_env,0.16
1295,issue,closed,completed,,,2020-06-23,Not getting Emit event from server.,support_question,0.65,defect_current,0.15
1296,issue,open,,,,2020-06-23,Xcode 12 Support - Linker issue,build_packaging_env,0.98,defect_fixed_or_obsolete,0.02
1297,issue,open,,,,2020-06-29,Extract namespace and query parameters from SocketManager URL,feature_request,0.97,defect_current,0.02
1298,issue,open,,,,2020-07-23,cannot received correct mixed binary message,defect_current,1,pr_functional,0
1299,issue,closed,completed,,,2020-07-30,How to send nested json in SocketData,support_question,0.98,feature_request,0.02
1300,issue,closed,completed,,,2020-08-24,Socket Error,insufficient_evidence,0.68,support_question,0.13
1301,issue,closed,completed,,,2020-08-24,Handlers not called except for event '.webSocketUpgrade',defect_current,0.8,insufficient_evidence,0.08
1302,issue,closed,completed,,,2020-09-01,Socket.IO not working for swift client to python server,support_question,0.99,defect_fixed_or_obsolete,0.01
1303,issue,closed,completed,,,2020-09-21,Xcode12 mmodule compiled with Swift 5.2.4 cannot be imported by the Swift 5.3 compiler,build_packaging_env,0.78,defect_fixed_or_obsolete,0.18
1304,issue,closed,completed,,,2020-10-02,Question | Does all the socket events work on main thread by default ? What if I don't manually uses handleQueue.,support_question,0.99,defect_current,0.01
1305,issue,closed,completed,,,2020-10-08,Starscream update,build_packaging_env,0.49,pr_non_functional,0.34
1306,issue,open,,,,2020-10-08,build warning: XCode 12 support only IPHONEOS_DEPLOYMENT_TARGET  from 9.0 to 14.0.99,build_packaging_env,0.97,defect_fixed_or_obsolete,0.02
1307,issue,closed,completed,,,2020-11-02,Please upgrade with latest version of Starscream,build_packaging_env,0.43,defect_fixed_or_obsolete,0.17
1308,issue,closed,completed,,enhancement,2020-11-07,socket.io 3,feature_request,0.95,defect_fixed_or_obsolete,0.04
1309,pr,closed,,yes,,2020-11-07,Support socket.io 3 + starscream 4,pr_functional,0.98,feature_request,0.01
1310,issue,closed,completed,,,2020-11-13,Cant connect to server from iOS client but web client is connecting,support_question,0.88,defect_fixed_or_obsolete,0.12
1312,issue,open,,,,2020-11-30,Socket connect callback not gets called and emitted event don't reach to server,support_question,0.6,defect_current,0.29
1313,issue,closed,completed,,,2020-12-03,Socket emit event from client but it never reaches to server,support_question,0.5700000000000001,defect_fixed_or_obsolete,0.43
1314,issue,closed,completed,,,2020-12-11,EIO - Engine.IO url param,defect_fixed_or_obsolete,0.71,support_question,0.19
1315,issue,closed,completed,,,2020-12-14,Using Socket.io with starscream 3.0.5,build_packaging_env,0.6900000000000001,support_question,0.18
1316,issue,closed,completed,,,2020-12-16,Cannot receive emitted events on client,defect_fixed_or_obsolete,0.55,support_question,0.38
1317,issue,closed,completed,,,2020-12-17,How to subscribe a socket channel?,support_question,1,feature_request,0
1318,issue,closed,completed,,,2020-12-22,"Socket-io iOS client says it's connected to server, despite “connection” event not firing on the server",defect_fixed_or_obsolete,0.54,support_question,0.38
1319,issue,closed,completed,,,2020-12-28,"Printing description of callback: expression produced error: error: Execution was interrupted, reason: EXC_BAD_ACCESS (code=EXC_I386_GPFLT). The process has been returned to the state before expression evaluation.",support_question,0.83,defect_current,0.09
1320,pr,open,,no,,2020-12-28,Combine support,pr_functional,0.92,feature_request,0.07
1321,issue,closed,completed,,,2021-01-04,"Can we receive event arguments as a raw string, to parse into a Swift struct using codable",feature_request,0.79,duplicate_invalid_spam,0.15
1322,issue,closed,completed,,,2021-01-04,"Can we receive event arguments as raw strings, to then parse into Swift structs using Codable?",feature_request,0.67,support_question,0.25
1323,issue,open,,,,2021-02-05,Emit parameters wrapped twice,defect_current,0.55,defect_fixed_or_obsolete,0.38
1324,pr,closed,,yes,,2021-02-05,Added client emit methods with array parameters,pr_functional,0.85,defect_fixed_or_obsolete,0.11
1325,issue,open,,,,2021-02-10,"When i use emit ""Ack: false""",support_question,0.51,defect_current,0.48
1326,issue,open,,,,2021-02-11,v16 EXC_BAD_ACCESS,defect_current,0.6,support_question,0.37
1327,issue,open,,,,2021-02-17,Token object arrives as query and not in the correct header,support_question,0.95,defect_current,0.05
1328,issue,closed,completed,,,2021-02-18,Create own socket,support_question,0.98,duplicate_invalid_spam,0.02
1329,issue,open,,,,2021-02-19,"Connection succeeds, even after timeout triggered",defect_current,0.98,defect_fixed_or_obsolete,0.01
1330,issue,open,,,,2021-02-23,Reconnection getting failed on Lock Screen iOS,defect_current,1,defect_fixed_or_obsolete,0
1331,pr,open,,no,,2021-02-23,Add option to disableEventMessageParsing and receive messages as Strings,pr_functional,0.98,feature_request,0.02
1332,issue,open,,,,2021-02-26,Not able to socket disconnect on specific event,support_question,0.93,defect_current,0.04
1333,issue,closed,completed,,,2021-03-02,"Connection always fails with unspecified ""Error""",defect_fixed_or_obsolete,0.58,support_question,0.4
1334,pr,open,,no,,2021-03-02,Update README.md,pr_non_functional,0.8,docs_gap,0.2
1335,pr,closed,,yes,,2021-03-02,Fix typo in 15to16 upgrading notes,pr_non_functional,0.94,defect_fixed_or_obsolete,0.03
1336,issue,open,,,,2021-03-02,Idea: Improve release notes for 16.x (Link to upgrading notes?),docs_gap,1,defect_fixed_or_obsolete,0
1337,issue,closed,completed,,,2021-03-11,Can I change the socketURL after calling `init`,support_question,0.89,insufficient_evidence,0.09
1338,pr,open,,no,,2021-03-25,Updated a example code,pr_non_functional,0.99,docs_gap,0.01
1339,issue,closed,completed,,,2021-03-25,Does this support netty-socketio in backend?,support_question,0.78,feature_request,0.2
1340,pr,closed,,no,,2021-04-01,Merge from original repo,insufficient_evidence,0.76,pr_functional,0.21
1341,issue,open,,,,2021-04-02,SIGTRAP,defect_current,0.98,insufficient_evidence,0.02
1343,issue,open,,,,2021-04-06,build error with master branch on carthage,build_packaging_env,0.94,defect_current,0.05
1344,issue,open,,,,2021-04-07,"Getting ERROR SocketManager: Invalid HTTP upgrade. code=400, type=upgradeError",defect_current,0.92,support_question,0.08
1345,issue,open,,,,2021-04-07,"event socket.on not recieve data, but in log in socket data is recieved",support_question,0.41000000000000003,defect_current,0.31
1346,issue,open,,,,2021-04-09,Crash inside the SocketIOClient,defect_current,0.97,defect_fixed_or_obsolete,0.02
1347,issue,closed,completed,,,2021-04-12,Socket.IO Handling event issue,insufficient_evidence,0.67,duplicate_invalid_spam,0.16
1348,issue,open,,,,2021-04-12,Socket.io got event issue,insufficient_evidence,0.92,support_question,0.04
1349,issue,open,,,,2021-04-13,Just after `connected` socket status become `disconnected`,support_question,0.79,defect_current,0.15
1350,issue,open,,,,2021-04-17,set parameter for handshake.auth.token,support_question,0.93,feature_request,0.04
1351,issue,open,,,,2021-04-26,Date format was changed to timestamp?,support_question,0.8,defect_current,0.19
1352,issue,closed,completed,,,2021-05-04,How to install 16.0.1 version?,build_packaging_env,0.95,support_question,0.04
1353,issue,open,,,,2021-05-06,Socket.io v16.0.0-16.0.1 emit event twice?,defect_current,0.98,insufficient_evidence,0.02
1354,issue,closed,completed,,,2021-05-07,[Need Help] Compatible with server socket.io 0.9.16,support_question,0.54,defect_fixed_or_obsolete,0.46
1355,issue,open,,,bug|in progress,2021-05-07,Socket io server v4 and swift client 16.0.1,support_question,0.62,defect_current,0.32
1356,issue,open,,,,2021-06-08,Fails to build in Xcode 13,build_packaging_env,1,support_question,0
1357,issue,closed,completed,,,2021-06-09,Bug with receiving messages between iOS client and js client,support_question,0.82,defect_fixed_or_obsolete,0.16
1358,issue,open,,,,2021-06-16,Property 'defaultSocket' not found on object of type 'SocketManager *',support_question,0.37,defect_current,0.27
1359,pr,closed,,yes,,2021-06-17,Fix swift warnings,pr_non_functional,0.87,build_packaging_env,0.07
1360,issue,open,,,,2021-07-07,Package resolution Failed in Xcode13 Beta project,build_packaging_env,1,support_question,0
1361,issue,open,,,,2021-07-09,Issue with socket.io v4 and socket.io-client-swift v15.0.0,defect_current,0.49,support_question,0.35
1362,pr,closed,,yes,,2021-07-10,docs: add compatibility table,pr_non_functional,1,support_question,0
1363,issue,open,,,,2021-07-11,Not Receiving Private Events for Subscribed Channels,defect_current,0.64,support_question,0.35
1364,issue,open,,,,2021-07-15,T-mobile Cell Network,support_question,1,defect_current,0
1365,issue,open,,,,2021-07-21,"Add completion handler to SocketIOClient connect, disconnect, and emit methods",feature_request,1,support_question,0
1367,issue,open,,,,2021-07-25,Timeout configuration?,support_question,0.84,feature_request,0.11
1368,issue,closed,completed,,,2021-08-01,Question: Should currentReconnectAttempt reset upon call connect on SocketIOClient or SocketManager,support_question,0.74,defect_current,0.2
1369,issue,closed,completed,,,2021-08-06,"used in Capacitor plugin, get ""App Transport Security has blocked a cleartext HTTP""",support_question,0.93,defect_fixed_or_obsolete,0.05
1370,pr,closed,,no,,2021-08-09,FIX/ObjC-6.0.1-Bridge,defect_fixed_or_obsolete,0.74,pr_functional,0.2
1371,issue,open,,,,2021-08-10,"Emit is not fire in the socket version of the 15.2.0, Latest code of the swift",support_question,0.74,defect_current,0.15
1372,issue,open,,,,2021-08-12,9.0.1 Socketmanager cannot be found,defect_fixed_or_obsolete,0.84,support_question,0.09
1373,issue,open,,,,2021-08-18,Socket.IO pinning certificate not working in v16.x,support_question,0.43,defect_current,0.32
1374,issue,open,,,,2021-08-19,SocketIOClient always return connected status when the internet has shutdown,defect_current,0.66,support_question,0.32
1375,pr,closed,,yes,,2021-08-19,Handling reconnect scenarios properly when socket is hung,pr_functional,0.64,defect_fixed_or_obsolete,0.23
1376,issue,closed,completed,,,2021-08-26,Is the project stop updating?,support_question,0.85,duplicate_invalid_spam,0.1
1377,issue,open,,,,2021-08-30,How to convert SocketAnyEvent to json?,support_question,0.97,feature_request,0.03
1378,issue,closed,completed,,,2021-09-04,SocketIO Connection Problems (Version 4.2.0(NodeJS) and Version 15.2.0),defect_fixed_or_obsolete,0.68,support_question,0.25
1379,issue,closed,completed,,,2021-09-20,V15.2.6 cannot connect to SocketIO server NodeJs 4.1.4,defect_fixed_or_obsolete,0.53,support_question,0.25
1380,issue,open,,,,2021-09-23,Emit doesn't work,defect_current,0.6,support_question,0.3
1381,issue,open,,,,2021-09-24,How to send auth parameters ?,support_question,0.89,feature_request,0.11
1382,issue,open,,,,2021-09-27,I can not connect socket.io server,support_question,0.77,defect_current,0.16
1383,issue,closed,completed,,,2021-10-28,16 as pod,build_packaging_env,0.93,feature_request,0.05
